"Water Quality Data of Ground Water in Andhra Pradesh Monitored under NWMP-2024"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"4200","TUBE WELL AT BISHALGARH","TRIPURA","27","28","5.94","6.18","101","113","1","1","0.32","0.32","1.8","1.8","1.8","1.8","58","62","0.2","0.2","0.00049","0.00049"
"4201","TUBE WELL AT SONAMURA","TRIPURA","27","28","5.61","5.79","103","108","1","1","0.32","0.32","1.8","1.8","1.8","1.8","58","60","0.2","0.2","",""
"4202","TUBE WELL AT BISHRAMGANJ","TRIPURA","27","28","6.09","6.18","106","121","1","1","0.32","0.32","1.8","1.8","1.8","1.8","58","68","0.2","0.2","0.00049","0.00049"
"4203","TUBE WELL AT KARBOOK","TRIPURA","27","28","5.69","5.97","107","116","1","1","0.32","0.32","1.8","1.8","1.8","1.8","56","60","0.2","0.2","0.00049","0.00049"
"4204","TUBE WELL AT AMARPUR","TRIPURA","27","27.5","5.21","5.61","101","108","1","1","0.32","0.32","1.8","1.8","1.8","1.8","56","56","0.2","0.2","0.00049","0.00049"
"4205","TUBE WELL AT AMAR SAGAR, UDAIPUR","TRIPURA","27","28.5","6.41","6.71","105","118","1","1","0.32","0.32","1.8","1.8","1.8","1.8","54","58","0.2","0.2","0.00049","0.00049"
"4206","TUBE WELL AT DHANI SAGAR, UDAIPUR","TRIPURA","27","28.5","6.41","6.58","101","111","1","1","0.32","0.32","1.8","1.8","1.8","1.8","52","54","0.2","0.2","0.00049","0.00049"
"4207","TUBE WELL AT SABROOM","TRIPURA","27","28","6.29","6.35","105","119","1","1","0.32","0.32","1.8","1.8","1.8","1.8","56","58","0.2","0.2","0.00049","0.00049"
"4208","TUBE WELL AT JOLAIBARI","TRIPURA","27","28","6.01","6.23","98","108","1","1","0.32","0.32","1.8","1.8","1.8","1.8","54","56","0.2","0.2","0.00049","0.00049"
"4209","TUBE WELL AT BELONIA","TRIPURA","27","28","5.97","6.11","91","106","1","1","0.32","0.32","1.8","1.8","1.8","1.8","52","56","0.2","0.2","0.00049","0.00049"
"4210","TUBE WELL AT AMBASSA","TRIPURA","26","27","5.7","5.98","94","113","1","1","0.32","0.32","1.8","1.8","1.8","1.8","56","58","0.2","0.2","0.00049","0.00049"
"4211","TUBE WELL AT KAMALPUR","TRIPURA","26.5","27.5","6.34","6.55","96","118","1","1","0.32","0.32","1.8","1.8","1.8","1.8","58","60","0.2","0.2","0.00049","0.00049"
"4213","TUBE WELL AT TELIAMURA","TRIPURA","27.5","27.5","6.48","6.48","101","101","1","1","0.32","0.32","1.8","1.8","1.8","1.8","56","56","0.2","0.2","0.00049","0.00049"
"4214","TUBE WELL AT KHOWAI","TRIPURA","26.5","27","6.56","6.61","102","118","1","1","0.32","0.32","1.8","1.8","1.8","1.8","56","60","0.2","0.2","0.00049","0.00049"
"4215","TUBE WELL AT DHARMANAGAR","TRIPURA","26.5","27","6.28","6.39","143","157","1","1","0.32","0.32","1.8","1.8","1.8","1.8","78","82","0.2","0.2","0.00049","0.00049"
"4216","TUBE WELL AT DAMCHERRA","TRIPURA","26","26","6.39","6.86","105","135","1","1","0.32","0.32","1.8","1.8","1.8","1.8","60","66","0.2","0.2","0.00049","0.00049"
"4217","TUBE WELL AT KANCHANPUR","TRIPURA","26","26","6.19","6.36","101","125","1","1","0.32","0.32","1.8","1.8","1.8","1.8","52","62","0.2","0.2","0.00049","0.00049"
"4218","TUBE WELL AT PANISAGAR","TRIPURA","26","26.5","6.05","6.23","98","111","1","1","0.32","0.32","1.8","1.8","1.8","1.8","54","58","0.2","0.2","0.00049","0.00049"
"4636","TUBE WELL AT BISHALGARH","TRIPURA","26.5","27","6.59","6.71","108","119","1","1","0.32","0.32","1.8","1.8","1.8","1.8","66","68","0.2","0.2","0.00049","0.00049"
"4637","TUBE WELL AT RAJNAGAR","TRIPURA","27","27","6.44","6.59","118","128","1","1","0.32","0.32","1.8","1.8","1.8","1.8","68","68","0.2","0.2","0.00049","0.00049"
"4638","TUBE WELL AT CHAMPAKNAGAR","TRIPURA","26.5","27","6.59","6.84","115","123","1","1","0.32","0.32","1.8","1.8","1.8","1.8","66","68","0.2","0.2","0.00049","0.00049"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"4639","TUBE WELL AT RANIRBAZAR","TRIPURA","27","27","6.36","6.63","108","129","1","1","0.32","0.32","1.8","1.8","1.8","1.8","60","68","0.2","0.2","0.00049","0.00049"
"4641","TUBE WELL AT MELAGHAR","TRIPURA","26.5","27","5.52","5.79","105","119","1","1","0.32","0.32","1.8","1.8","1.8","1.8","54","62","0.2","0.2","0.00049","0.00049"
"4647","TUBE WELL AT MANUBAZAR","TRIPURA","26","26.5","6.37","6.73","118","996","1","1","0.32","0.32","1.8","1.8","1.8","1.8","52","58","0.2","0.2","0.00049","0.00049"
"4648","TUBE WELL AT KALADEPHA MANU","TRIPURA","26.5","26.5","6.22","6.29","96","96","1","1","0.32","0.32","1.8","1.8","1.8","1.8","50","52","0.2","0.2","0.00049","0.00049"
"4651","TUBE WELL AT CHAKMAGHAT,
TELIAMURA","TRIPURA","26","26.5","6.35","6.48","112","124","1","1","0.32","0.32","1.8","1.8","1.8","1.8","58","64","0.2","0.2","0.00049","0.00049"
"4652","TUBE WELL AT TELIAMURA MARKET","TRIPURA","26.5","27","6.08","6.15","112","996","1","1","0.32","0.32","1.8","1.8","1.8","1.8","54","60","0.2","0.2","0.00049","0.00049"
"4653","TUBE WELL AT PECHARTHAL","TRIPURA","26","26.5","6.21","6.31","105","111","1","1","0.32","0.32","1.8","1.8","1.8","1.8","54","58","0.2","0.2","0.00049","0.00049"
"Water Quality Data of Ground Water in Uttar Pradesh Monitored under NWMP-2024"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"1736","GROUND WATER QUALITY STATION
SARDARNAGAR, GORAKHPUR,U.P","UTTAR PRADESH","18","20","6.78","6.78","668","672","5.1","5.6","0","0","","","","","362","370","","","",""
"1737","GROUND WATER QUALITY STATION
CAPTANGANJ, KHUSHINAGAR,U.P","UTTAR PRADESH","18","20","6.68","6.78","672","672","5.2","5.2","0","0","","","","","406","416","","","",""
"1738","SITE 1, INDUSTRIAL AREA NEAR ELECTRIC
CONVERTOR REPAIRING
WORKSHOP,THANA-DAHI UNNAO","UTTAR PRADESH","26","26","7.42","7.74","280","788","1","1","0.3","0.3","1.8","1.8","1.8","4","174","498","0.2","0.31","0.00049","0.00049"
"1739","SITE 2, INDUSTRIAL AREA NEAR M/S
JAIJAGDAMBA METALOYS UNNAO, U.P","UTTAR PRADESH","27","27","7.48","7.6","516","742","1","1","0.3","0.3","1.8","1700","1.8","2600","326","472","0.4","458","0.00049","0.00049"
"1740","AT ROADWAYS BUS STATION, UNNAO,
U.P","UTTAR PRADESH","27","27","7.38","7.62","440","440","1","1","0.3","0.3","1.8","1.8","1.8","1.8","278","526","0.2","0.32","0.00049","0.00049"
"1741","MAGAWARA INDUSTRIAL AREA NEAR
ORIENTAL PALACE UNNAO, U.P","UTTAR PRADESH","19","28","7.48","7.61","637","637","1","1","0.3","0.3","1.8","1.8","1.8","1.8","398","640","0.2","0.2","0.00049","0.00049"
"1742","CHINHAT INDUSTRIAL AREA IN LUCKNOW
NEAR M/S INDIA PESTICIDES LUCKNOW,
U.P","UTTAR PRADESH","","","7.25","7.25","714","714","1","1","1.24","1.24","1.8","1.8","1.8","1.8","428","428","0.52","0.52","0.00049","0.00049"
"1743","AISHBAGH INDUSTRIAL AREA AT
LUCKNOW NEAR M/S EVEREADY
INDUSTRIES LTD. LUCKNOW, U.P","UTTAR PRADESH","","","7.65","7.65","762","762","1","1","1.22","1.22","1.8","1.8","1.8","1.8","457","457","0.5","0.5","0.003","0.003"
"1746","NAGAR PALIKA TUBE WELL, SULTANPUR,
U.P","UTTAR PRADESH","19","25","7.91","7.98","891","897","","","0.3","0.3","1.8","1.8","1.8","1.8","426","442","0.6","0.62","",""
"1747","INDIA MARKA HAND PUMP IN SAROWNI
BLOCK AT RAIBAREILLY, U.P","UTTAR PRADESH","19","24","8.11","8.19","974","981","","","0.3","0.3","1.8","1.8","1.8","1.8","520","528","0.82","0.88","",""
"1749","TUBE WELL AT MEERUT CITY, U.P","UTTAR PRADESH","14","15","7.28","7.32","460","480","","","1","1","","","","","288","310","0.2","0.3","",""
"1750","TUBE WELL AT BAGPAT CITY, U.P","UTTAR PRADESH","14","16","7.32","7.36","560","580","","","1","1.1","","","","","350","368","0.2","0.2","",""
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"1751","TUBE WELL IN INDUSTRIAL AREA AT
GAJRAULA, AMROHA, U.P","UTTAR PRADESH","","","7.78","7.87","516","536","1","1","0","0","","","","","330","345","","","0.01","0.01"
"1752","SAHIBABAD INDUSTRIAL AREA,
GHAZIABAD, U.P","UTTAR PRADESH","20","27","6.88","7","2400","3020","1.5","1.5","0.54","0.55","1.8","1.8","1.8","1.8","1959","2070","0.2","0.2","",""
"1753","MEERUT ROAD INDUSTRIAL AREA
GHAZIABAD, U.P","UTTAR PRADESH","21","27","6.95","7.1","1515","2210","1","1","0.33","0.34","1.8","1.8","1.8","1.8","1311","1439","0.2","0.2","",""
"1754","HAPUR ROAD INDUSTRIAL AREA
GHAZIABAD, U.P","UTTAR PRADESH","21","27","7.12","7.35","1092","1265","1","1","0.3","0.3","1.8","1.8","1.8","1.8","772","821","0.2","0.2","",""
"1755","PILKHUA INDUSTRIAL AREA GHAZIABAD,
U.P","UTTAR PRADESH","20","27","7","7.35","1120","1285","1","1","0.3","0.3","1.8","1.8","1.8","1.8","772","821","0.2","0.2","",""
"1756","GOPIGANJ INDUSTRIAL AREA BHADOHI,
VARANASI, U.P","UTTAR PRADESH","26","26.5","7.28","7.84","783","928","","","0","0","","","","","480","556","","","0.00049","0.00049"
"1758","GROUND AROUND STP DINAPUR,
VARANASI, U.P","UTTAR PRADESH","26.5","27","7.22","8.04","624","710","","","0","0","","","","","388","428","","","0.00049","0.00049"
"1759","IFFCO, PHOOLPUR, PRAYAGRAJ ,U.P","UTTAR PRADESH","24.8","25.1","6.96","7.12","1185","1373","1","1","1.67","2.1","1.8","1.8","1.8","1.8","487","515","0.41","0.48","0.00049","0.00049"
"2467","CHANDPUR INDUSTRIAL AREA,
LAHARTARA, VARANASI","UTTAR PRADESH","26.5","27","7.14","7.81","663","714","","","0","0","","","","","402","430","","","0.00049","0.00049"
"2468","BHADOHI INDUSTRIAL AREA,
DEVELOPMENT AUTHORITY, SANT
RAVIDAS NAGAR","UTTAR PRADESH","26","27","7.23","7.92","812","1057","","","0","0","","","","","496","635","","","0.00049","0.00049"
"2469","AT INDUSTRIAL AREA. NAINI, ALLAHABAD","UTTAR PRADESH","24.8","25.1","6.75","7.01","1256","1276","1","1","1.27","1.28","1.8","1.8","1.8","1.8","328","365","0.46","0.49","0.00049","0.00049"
"2470","AT INDUSTRIAL AREA, FATEHPUR","UTTAR PRADESH","24.9","25.1","6.89","6.89","1674","1705","1","1","1.09","1.22","1.8","1.8","1.8","1.8","438","475","0.46","0.53","0.00049","0.00049"
"2471","GORAKHPUR INDUSTRIAL DEVELOPMENT
AUTHORITY AREA (GIDA), GORAKHPUR","UTTAR PRADESH","18","20","6.72","6.88","598","602","4.8","4.8","0","0","","","","","278","278","","","",""
"2472","VILLAGE DAURALA, MEERUT","UTTAR PRADESH","14","16","7.38","7.42","460","510","","","0","1.1","","","","","300","326","0.4","0.5","",""
"2473","KHEKRA, BAGHPAT","UTTAR PRADESH","15","15","7.38","7.41","600","620","","","1.2","1.5","","","","","360","384","0.2","0.2","",""
"2474","UNCHAHAAR (NEAR THERMAL POWER
PLANT)","UTTAR PRADESH","18","24","8.02","8.04","997","1013","","","0.3","0.3","1.8","1.8","1.8","1.8","574","588","0.68","0.7","",""
"2475","INDUSTRIAL AREA, SULTANPUR ROAD","UTTAR PRADESH","19","23","7.98","8.1","1021","1042","","","0.3","0.3","1.8","1.8","1.8","1.8","592","618","0.78","0.8","",""
"2478","DEVA ROAD, INDUSTRIAL AREA,
CHAINHAT, LKO NEAR UPTRON POLICE
CHOWKI, LUCKNOW","UTTAR PRADESH","","","7.58","7.58","548","548","1","1","1.46","1.46","1.8","1.8","1.8","1.8","352","352","0.58","0.58","0.004","0.004"
"2479","NEAR M/S KUMAR INTER NATIONAL
LAKDI FAZALPUR, DELHI ROAD,
MORADABAD","UTTAR PRADESH","18","19","6.94","7.12","482","710","","","0","0","","","","","210","280","","","0.053","0.053"
"2480","NEAR BRAHMAN MAJRA, PILKHANI","UTTAR PRADESH","22","22","7.3","7.3","260","260","","","0","0","","","","","186","186","","","",""
"2481","NEAR PEER BEGRAJ INDSTRIAL AREA,
MUZAFFARNAGAR","UTTAR PRADESH","23.1","23.2","7.5","7.6","480","484","1","1","0","0","","","","","364","366","","","0.0023","0.0023"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"1748","HANDPUMP IN VILLAGE DAMAUDA AT
KASHIPUR NEAR M/S INDIA GLYCOLES
LTD.","UTTARAKHAND","26","27","7.45","7.93","330","337","","","0.6","0.81","1.8","1.8","1.8","1.8","195","219","0.58","0.72","0.00049","0.00049"
"3440","GROUND WATER AT SITAR GANJ
INDUSTRIAL AREA- 1,US NAGAR","UTTARAKHAND","26","27","6.77","7.69","354","823","","","0.33","0.78","1.8","1.8","1.8","1.8","228","498","0.44","0.73","0.00049","0.00049"
"3441","GROUND WATER AT SITAR GANJ
INDUSTRIAL AREA- 2,US NAGAR","UTTARAKHAND","26","27","7.04","7.2","850","905","","","0.32","0.65","1.8","1.8","1.8","1.8","542","543","0.42","0.64","0.00049","0.00049"
"3442","GROUND WATER AT PANTNAGAR
INDUSTRIAL AREA- 1,US NAGAR","UTTARAKHAND","25","26","7.14","7.82","422","428","","","0.32","0.71","1.8","1.8","1.8","1.8","258","271","0.39","0.51","0.00049","0.00049"
"3443","GROUND WATER AT PANTNAGAR
INDUSTRIAL AREA- 2,US NAGAR","UTTARAKHAND","26","27","7.17","7.73","381","389","","","0.94","1.69","1.8","1.8","1.8","1.8","228","246","0.58","0.79","0.00049","0.00049"
"3444","GROUND WATER AT SANTIPURI KICHHA-
1,US NAGAR","UTTARAKHAND","26","27","6.98","7.6","419","512","","","0.8","1.65","1.8","1.8","1.8","1.8","251","332","0.54","0.71","0.00049","0.00049"
"3445","GROUND WATER AT SANTIPURI KICHHA-
2,US NAGAR","UTTARAKHAND","26","26","7.36","7.87","348","356","","","0.89","1.52","1.8","1.8","1.8","1.8","210","229","0.46","0.55","0.00049","0.00049"
"3446","GROUND WATER AT KASHIPUR
MORADABAD ROAD- 1,US NAGAR","UTTARAKHAND","26","27","7.04","7.85","905","945","","","0.32","0.69","1.8","1.8","1.8","1.8","543","610","0.42","0.56","0.00049","0.00049"
"3447","GROUND WATER AT KASHIPUR
MORADABAD ROAD- 2,US NAGAR","UTTARAKHAND","26","26","7.48","7.77","582","591","","","0.32","0.68","1.8","1.8","1.8","1.8","352","379","0.48","0.71","0.00049","0.00049"
"3448","GROUND WATER AT KASHIPUR BAZPUR
ROAD- 1,US NAGAR","UTTARAKHAND","26","28","7.1","7.53","636","642","","","0.53","0.96","1.8","1.8","1.8","1.8","390","404","0.32","0.4","0.00049","0.00049"
"3449","HAND PUMP NEAR KENDRIYA
VIDYALAYA, BAZPUR ROAD KASHIPUR,US
NAGAR","UTTARAKHAND","25","27","7.37","7.98","387","404","","","0.44","0.92","1.8","1.8","1.8","1.8","235","262","0.51","0.68","0.00049","0.00049"
"3450","GROUND WATER AT SIDCUL INDUSTRIAL
AREA- 1, ROSHANABAD COLLECTORATE,
HARIDWAR","UTTARAKHAND","22.5","23.9","7.16","7.46","310","362","","","0.41","0.44","1.8","1.8","1.8","1.8","198","238","0.2","0.32","0.00049","0.00049"
"3451","GROUND WATER AT SIDCUL INDUSTRIAL
AREA- 2, SALEEMPUR
CHOWK,ROORKEE,HARIDWAR","UTTARAKHAND","23.5","24.3","7.18","7.22","322","379","","","0.48","0.63","1.8","1.8","1.8","1.8","206","251","0.23","0.29","0.00049","0.00049"
"3452","GROUND WATER AT RAMNAGAR
INDUSTRIAL AREA-1,ROORKEE
,HARIDWAR","UTTARAKHAND","23.4","23.4","7.14","7.36","284","292","","","0.36","0.4","1.8","1.8","1.8","1.8","186","186","0.24","0.26","0.00049","0.00049"
"3453","GROUND WATER AT BHAGWAN
INDUSTRIAL AREA- 2, SIKANDERPUR,
LAKHESWARI, ROORKEE, HARIDWAR","UTTARAKHAND","22.5","23.2","7.1","7.66","300","312","","","0.5","0.5","1.8","1.8","1.8","1.8","198","199","0.2","0.25","0.00049","0.00049"
"3454","GROUND WATER AT ROORKEE
INDUSTRIAL AREA- 1, CHC
BHAGWANPUR,HARIDWAR","UTTARAKHAND","22.8","23.6","7.21","7.3","329","336","","","0.41","0.53","1.8","1.8","1.8","1.8","210","218","0.3","0.4","0.00049","0.00049"
"3455","GROUND WATER AT ROORKEE
INDUSTRIAL AREA- 2, SUNEHRA","UTTARAKHAND","22.8","23","6.97","7.12","312","340","","","0.36","0.39","1.8","1.8","1.8","1.8","199","226","0.24","0.29","0.00049","0.00049"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"3456","GROUND WATER AT SELAQUI
INDUSTRIAL AREA- 1, DEHRADUN","UTTARAKHAND","20","21","6.59","6.89","196","240","","","0.32","0.32","1.8","1.8","1.8","1.8","120","157","0.25","0.28","0.00049","0.00049"
"3457","GROUND WATER AT SELAQUI
INDUSTRIAL AREA- 2, DEHRADUN","UTTARAKHAND","21","22","6.6","6.96","93","143","","","0.32","0.32","1.8","1.8","1.8","1.8","56","85","0.24","0.26","0.00049","0.00049"
"Water Quality Data of Ground Water in West Bengal Monitored under NWMP-2024"
"STN Code","Monitoring Location","State Name","Temperature
(°C)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Total Dissolved
Solids (mg/L)","Fluoride
(mg/L)","Arsenic (mg/L)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"BIS IS 10500 : 2012 Drinking Water -Specification","-","6.5-8.5","-","-","< 45 mg/L","-","-","< 2000 mg/L","< 1.5 mg/L","< 0.05 mg/L"
"1766","MINE PIT WATER ASSANSOL, WEST
BENGAL","WEST BENGAL","27","28","7.2","7.34","1479","1760","1","1","0.3","6.66","1.8","1.8","1.8","1.8","612","1004","0.2","0.44","0.009","0.009"
"1767","DURGAPUR TOWN, NEAR IISCO,
BURDWAN, WEST BENGAL","WEST BENGAL","27","28","7.32","7.75","1023","1024","1","1","0.68","8.58","1.8","1.8","1.8","1.8","480","558","0.38","0.42","0.005","0.005"
"1768","DURGAPUR TOWN, BURDWAN, WEST
BENGAL","WEST BENGAL","28","28","6.72","6.76","1290","1450","1","1","0.3","1.05","1.8","1.8","2.2","4","604","632","0.34","0.46","0.00049","0.00049"
"1769","INSIDE HINDUSTAN LIVER FACTORY,
HALDIA, WEST BENGAL","WEST BENGAL","32","34","7.4","7.54","1326","1721","1","1","0.3","1.58","1.8","1.8","1.8","1.8","584","1224","0.2","0.28","0.00049","0.00049"
"1770","NEAR IOC REFINERY HALDIA, WEST
BENGAL","WEST BENGAL","29","31","7.4","7.55","1845","2756","1","1","0.3","0.48","1.8","1.8","1.8","1.8","1422","1628","0.2","0.27","0.00049","0.00049"
"1771","KALYANI INDUSTRIAL AREA, NADIA,
WEST BENGAL","WEST BENGAL","28.5","29","7.4","7.62","622","805","1","1","0.3","0.74","1.8","1.8","1.8","4.5","346","388","0.2","0.3","0.00049","0.00049"
"1772","BARSAT MUNICIPALITY NORTH 24-P,
WEST BENGAL","WEST BENGAL","29","29","7.81","7.88","1046","1049","1","1","0.3","2.38","1.8","1.8","1.8","1.8","482","540","0.2","0.2","0.00049","0.007"
"1773","TANGRA, CALCUTTA , WEST BENGAL","WEST BENGAL","24","25","7.08","7.1","1749","3664","1","1","0.38","0.52","1.8","1.8","1.8","1.8","550","2982","0.32","0.34","0.00049","0.00049"
"1774","TOPSIA CALCUTTA, WEST BENGAL","WEST BENGAL","25","33","7.59","7.6","1687","1921","1","1","0.3","0.3","1.8","6.8","1.8","33","1490","1598","0.29","0.31","0.00049","0.00049"
"1776","GARIA CALCUTTA, WEST BENGAL","WEST BENGAL","25","32","7.55","7.65","971","1781","1","1","0.3","0.3","1.8","2","1.8","23","580","1072","0.61","0.69","0.00049","0.00049"
"1777","BEHALA CALCUTTA, WEST BENGAL","WEST BENGAL","25","32","7.24","7.46","897","1213","1","1","0.3","2.43","1.8","1.8","1.8","1.8","548","824","0.3","0.4","0.00049","0.00049"
"1778","DOMJUR HOWRAH, WEST BENGAL","WEST BENGAL","20","23","7.07","7.36","710","732","1","1","0.3","2.75","1.8","1.8","1.8","1.8","400","462","0.27","0.29","0.00049","0.00049"
"1779","DANKUNI (NEAR COAL COMPLEX), WEST
BENGAL","WEST BENGAL","26","28","7.41","7.42","933","1228","1","1","0.3","0.38","1.8","2","1.8","4","464","606","0.2","0.53","0.00049","0.007"
"1813","RISHRA, WEST BENGAL","WEST BENGAL","28","28","7.28","7.42","791","845","1","1","0.3","2.63","1.8","1.8","1.8","1.8","390","406","0.2","0.28","0.00049","0.00049"
"1932","CENTRAL KOLKATA","WEST BENGAL","24","25","7.38","7.59","763","1150","1","1","0.3","0.54","1.8","1.8","1.8","1.8","466","690","0.51","0.66","0.00049","0.00049"
"1933","NEAR GALVANISATION UNIT, HOWRAH","WEST BENGAL","26","28","7.26","7.59","673","1103","1","1","0.62","1.14","1.8","11","13","33","326","932","0.33","0.35","0.00049","0.00049"
"1934","CENTRAL HOWRAH-RESIDENTAIL AREA","WEST BENGAL","24","26","7.34","7.44","417","2148","1","1","0.64","0.86","1.8","1.8","1.8","1.8","240","1444","0.32","0.44","0.00049","0.00049"
"1935","INSIDE KOLKATA LEATHER COMPLEX","WEST BENGAL","25","31","6.98","7.45","1301","1481","1","1","0.3","0.3","1.8","1.8","1.8","13","1014","1168","0.33","0.39","0.00049","0.00049"
