"Station
Code","Name of the monitoring location","State","Temperature
(°C)","Dissolved
Oxygen
"2170","RIVER KANHAN AT U/S OF M/S VIDARBHA PAPER MILLS,
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT-
NAGPUR.","MAHARASHTRA","18","35","5.6","7.4","7.7","8.7","596","1346","3.0","3.5","0.30","2.64","22","49","140","280","2","2"
"2171","RIVER KANHAN AT D/S OF M/S VIDARBHA PAPER MILLS,
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT-
NAGPUR.","MAHARASHTRA","18","35","5.4","7.1","7.7","8.6","603","1463","3.4","4.0","0.48","2.93","26","110","150","430","2","2"
"1909","RIVER KANHAN AT D/S OF NAGPUR, VILLAGE-
AGARGAON, TALUKA- KUHI, DISTRICT- NAGPUR.","MAHARASHTRA","17","21","4.9","6.9","7.5","8.5","692","1340","3.0","7.4","0.30","5.28","17","40","140","430","2","2"
"3080","RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - U/S
OF KARAKAVAGU AT PALONCHA , BHADRADRI
KOTHAGUDEM","TELANGANA","23","30","4.7","6.3","7.3","8.5","268","956","1.0","1.8","0.87","2.60","2","2","21","47","2","2"
"3081","RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - D/S
OF KARAKAVAGU AT PALONCHA, BHADRADRI
KOTHAGUDEM","TELANGANA","23","30","4.7","6.2","7.3","8.5","349","639","1.0","2.0","0.02","2.90","2","2","21","70","2","2"
"2372","RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) -
KINNERASANI AFTER CONFLUENCE OF KTPS ASH POND
EFFLUENTS ,BHADRADRI KOTHAGUDEM","TELANGANA","25","30","5.8","6.3","7.6","8.7","161","619","1.0","2.8","0.78","2.20","2","2","21","49","2","2"
"1908","RIVER KOLAR BEFORE CONFLUENCE WITH KANHAN
RIVER AT WAREGAON BRIDGE, VILLAGE- WAREGAON,
TALUKA-KAMPTEE, DISTRICT -NAGPUR.","MAHARASHTRA","18","35","5.1","6.6","7.9","8.6","492","1462","3.0","7.1","0.30","3.03","22","34","110","170","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"4257","RIVER MANERU (TRIBUTARY OF GODAVARI) - AT D/S OF
MUNICIPAL DUMP SITE, KARIMNAGAR","TELANGANA","26","26","6.0","6.1","7.6","7.6","402","740","1.6","1.8","2.10","5.90","2","10","58","94","2","2"
"4664","RIVER MANERU (TRIBUTARY OF GODAVARI) - AT
GHATTEPALLI (V) NEAR SULTHANABAD, KARIMNAGAR","TELANGANA","25","26","5.0","6.1","7.5","8.2","459","843","1.1","2.8","0.80","3.56","2","2","33","49","2","2"
"1158","RIVER MANERU (TRIBUTARY OF GODAVARI) - AT
SOMANPALLY , PEDDAPALLI","TELANGANA","25","27","6.0","6.2","7.6","8.4","389","661","1.0","2.4","0.63","3.10","2","2","27","84","2","2"
"1891","RIVER MANJEERA AT D/S INTAKE POINT TO BIDAR CITY","KARNATAKA","23","37","4.0","7.8","7.3","8.5","306","590","3.0","4.0","0.30","2.20","45","17000","78","54000","",""
"1157","RIVER MANJEERA (TRIBUTARY OF GODAVARI) - AT
RAIPALLY, SANGAREEDY","TELANGANA","17","25","6.8","7.6","7.1","8.0","529","714","2.3","3.2","16.02","27.06","4","5","31","39","2","4"
"1781","RIVER MANJEERA (TRIBUTARY OF GODAVARI) - AT
GANAPATHI SUGARS, SANGAREDDY","TELANGANA","18","24","5.9","6.8","7.1","8.3","550","823","2.4","3.6","12.05","26.05","4","8","31","49","2","5"
"2374","RIVER MANJEERA (TRIBUTARY OF GODAVARI) - U/S OF
RIVER MANJEERA AT GOWDICHERLA BEFORE
CONFLUENCE WITH NAKKAVAGU, SANGAREDY","TELANGANA","18","24","6.0","6.7","6.7","7.5","910","1197","2.8","3.6","18.02","30.06","6","8","30","34","4","6"
"2375","RIVER MANJEERA (TRIBUTARY OF GODAVARI) - D/S OF
RIVER MANJEERA AT GOWDICHERLA ATFTER
CONFLUENCE WITH NAKKAVAGU, SANGAREDDY","TELANGANA","19","24","6.2","6.9","6.9","7.6","760","1423","3.0","4.0","16.05","32.15","6","8","33","43","4","5"
"4226","RIVER MANJEERA (TRIBUTARY OF GODAVARI) - RIVER
MANJEERA AT YEDU PAYALA TEMPLE, NAGSAMPALLI
(V), PAPANNAPET (M), MEDAK DISTRICT","TELANGANA","17","21","6.1","7.2","6.5","8.3","596","1209","2.2","4.1","19.04","43.11","5","6","47","84","2","5"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2673","RIVER MANJRA AT D/S OF LATUR, NEAR LATUR-
NANDED BRIDGE, VILLAGE- BHATKHEDA, TALUKA-
LATUR, DISTRICT- LATUR.","MAHARASHTRA","20","23","5.7","7.3","8.0","8.4","326","642","3.2","5.4","0.53","5.97","2","2","14","275","2","2"
"30055","RIVER MANJEERA AT JANWADA(BANGALORE)","KARNATAKA","26","28","4.9","7.1","6.9","8.3","325","614","1.0","7.6","1.42","1.72","220","1100","920","5400","",""
"2675","RIVER MORNA D/S OF RAILWAY BRIDGE AKOLA","MAHARASHTRA","20","26","3.5","6.2","7.7","8.3","602","1725","3.4","9.1","0.30","5.86","26","350","120","1600","2","2"
"2349","RIVER MANJEERA (TRIBUTARY OF GODAVARI) - NAKKA
VAGU AT BACHUGUDEM, SANGAREEDY","TELANGANA","17","22","4.6","5.7","7.1","8.0","1333","1836","3.9","47.0","3.42","47.14","6","8","58","94","5","8"
"5541","River PenchÂ Near Road Bridge Hallakhurd,Chhindwara","MADHYA
PRADESH","19","27","7.0","7.8","7.4","8.2","319","716","1.7","2.0","1.08","3.02","2","14","22","48","",""
"2699","RIVER PENGANGA AT MEHKAR -BULDANA ROAD
BRIDGE, VILLAGE-MEHKAR, TALUKA-MEHKAR,DISTRICT-
AKOLA.","MAHARASHTRA","23","26","5.1","6.8","7.8","8.4","603","10970","3.2","7.1","0.32","4.92","23","280","140","1600","2","2"
"2698","RIVER PENGANGA D/S OF ISAPUR DAM, VILLAGE-
ISAPUR,TALUKA- PUSAD, DISTRICT- YAVATMAL.","MAHARASHTRA","20","23","5.1","6.9","7.8","8.7","544","1162","3.2","4.5","0.30","5.68","20","32","120","220","2","2"
"2697","RIVER PENGANGA NEAR WATER SUPPLY SCHEME OF
UMARKHED M.C., VILLAGE. BELKHED,TALUKA.
UMARKHED, DISTRICT. YAVATMAL.","MAHARASHTRA","20","23","5.7","7.0","7.9","8.5","562","1367","3.0","3.4","0.30","2.78","17","34","70","280","2","2"
"2373","RIVER SABARI AT KUNAVARAM, EAST GODAVARI DIST","ANDHRA
PRADESH","23","28","6.0","7.5","7.0","8.5","78","144","1.4","2.5","0.32","0.85","3","7","43","93","2","3"
"1856","RIVER SHANKNI DANTEWADA,A/C OF DANKANI RIVER","CHHATTISGARH","30","31","7.4","7.5","7.4","7.5","","","2.0","2.1","","","","","34","37","",""
"3330","RIVER RIVER WAINGANGA AT CHHAPARA , SEONI, NEAR
WSS INTAKE POINT","MADHYA
PRADESH","20","30","6.6","8.0","7.1","8.1","238","719","1.1","1.8","0.32","3.82","2","10","4","63","",""
"3331","RIVER WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE
AFTER MIXING
MOTI & CHAMARIYA NALLA, JABALPUR","MADHYA
PRADESH","19","30","6.7","7.8","7.1","8.2","256","723","1.4","2.6","0.32","1.60","2","11","5","94","",""
"1213","RIVER WAINGANGA AT BALAGHAT, M.P.","MADHYA
PRADESH","19","30","6.7","7.8","6.9","7.8","278","371","1.0","2.6","0.20","1.22","2","10","7","48","",""
"2173","RIVER WAINGANGA AT U/S OF ELLORA PAPER MILLS,
VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT.
BHANDARA.","MAHARASHTRA","17","21","5.6","8.3","7.6","8.7","575","1214","3.0","4.7","0.30","1.06","17","47","110","350","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2172","RIVER WAINGANGA AT D/S OF ELLORA PAPER MILLS,
VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT.
BHANDARA.","MAHARASHTRA","17","21","5.3","7.5","7.7","8.7","611","1170","3.2","5.6","0.30","1.45","22","48","140","1600","2","2"
"2175","RIVER WAINGANGA AT U/S OF GAURAV PAPER MILLS,
NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA.
CHANDRAPUR, DISTRICT. CHANDRAPUR.","MAHARASHTRA","19","23","5.3","7.0","7.9","8.8","840","1246","3.0","3.4","0.30","2.99","17","40","140","350","2","2"
"2176","RIVER WAINGANGA AT D/S OF GAURAV PAPER MILLS,
NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA.
CHANDRAPUR, DISTRICT. CHANDRAPUR.","MAHARASHTRA","20","23","5.2","6.9","7.8","8.8","902","1496","3.2","5.8","0.30","3.05","22","48","170","430","2","2"
"1910","RIVER WAINGANGA AFTER CONFLUENCE WITH
KANHAN RIVER, VILLAGE- AMBHORA,TALUKA- KUHI,
DISTRICT- NAGPUR.","MAHARASHTRA","17","22","5.2","6.9","7.6","8.7","692","929","3.2","4.2","0.30","7.70","21","39","110","350","2","39"
"11","RIVER WAINGANGA AT ASHTI, VILLAGE. ASHTI, TALUKA.
GONDPIPRI, DISTRICT.CHANDRAPUR.","MAHARASHTRA","20","29","5.0","7.0","7.4","8.8","570","8592","3.2","6.4","0.30","7.14","6","41","68","430","2","2"
"30059","RIVER WARDHA AT VILLAGE BANGAON NEAR
PANDHURNA (MP & MAHARASHTRA)","MADHYA
PRADESH","28","35","6.6","6.9","7.2","7.5","273","445","1.1","2.4","0.32","0.54","2","1600","2","1600","2","23"
"1315","RIVER WARDHA AT PULGAON RAILWAY BRIDGE,
VILLAGE- PULGAON,TALUKA - WARDHA, DISTRICT-
WARDHA.","MAHARASHTRA","16","20","5.7","7.2","8.0","8.7","646","1146","3.0","3.4","0.30","4.72","21","40","110","350","2","2"
"2721","RIVER WARDHA AT U/S OF ACC LTD. GHUGGUS NEAR
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA-
CHANDRAPUR, DISTRICT- CHANDRAPUR.","MAHARASHTRA","20","22","5.5","6.9","7.9","8.7","796","1250","3.0","3.5","0.30","2.98","24","47","150","350","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2174","RIVER WARDHA AT D/S OF ACC LTD. GHUGGUS NEAR
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA-
CHANDRAPUR, DISTRICT- CHANDRAPUR.","MAHARASHTRA","19","24","5.1","6.5","7.8","8.7","703","1120","3.0","5.5","0.30","2.82","4","47","170","430","2","2"
"2156","RIVER WARDHA AT CONFLUENCE POINT OF PENGANGA
& WARDHA. VILLAGE. JUGAD, TALUKA. WANI, DISTRICT.
YAVATMAL.","MAHARASHTRA","19","24","5.0","6.9","7.9","8.7","670","1096","3.2","7.4","0.30","3.07","17","40","140","280","2","2"
"2719","RIVER WARDHA AT D/S OF ERAI RIVER AT HADASTI
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.","MAHARASHTRA","19","23","5.2","7.1","8.0","8.8","709","1234","3.2","4.0","0.42","2.80","17","48","130","430","2","2"
"2720","RIVER WARDHA AT U/S OF ERAI RIVER AT HADASTI
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.","MAHARASHTRA","19","23","5.4","7.2","7.8","8.7","649","1190","2.9","4.0","0.30","3.50","21","39","120","350","2","2"
"1212","RIVER WARDHA AT RAJURA BRIDGE, VILLAGE- RAJURA,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.","MAHARASHTRA","20","24","5.1","6.9","7.9","8.7","690","1104","3.0","4.2","0.30","3.01","21","41","150","350","2","2"
"2722","RIVER WENA AT U/S OF MOHATA MILLS, NEAR RAILWAY
BRIDGE ON WARDHA ? CHANDRAPUR RAILWAY LINE,
VILLAGE- HINGANGHAT, TALUKA- HINGANGHAT,
DISTRICT- WARDHA.","MAHARASHTRA","17","22","5.2","7.1","8.1","8.7","656","1146","3.0","3.8","0.30","3.34","4","46","70","540","2","2"
"2723","RIVER WENA AT D/S OF MOHATA MILLS, NEAR BRIDGE
ON HINGANGHAT- WADNER ROAD, VILLAGE-
HINGANGHAT, TALUKA- HINGANGHAT, DISTRICT-
WARDHA.","MAHARASHTRA","17","22","5.0","7.1","7.9","8.8","696","1130","3.4","4.0","0.30","4.88","11","43","94","350","2","2"
"4372","RIVER GOSTANI SAMPLE BEFORE CONFLUENCE WITH
M/S DELTA PAPER MILL EFFLUENTS, VENDRA (V),
PALAKODERU (M)","ANDHRA
PRADESH","23","30","0.3","7.3","7.2","7.8","784","2920","2.2","4.2","0.46","5.69","3","9","75","460","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"4373","RIVER GOSTANI SAMPLE AFTER CONFLUENCE WITH M/S
DELTA PAPEER MILL EFFLUENTS, BENDRA, PALAKODERU
(M), BUT BEFORE CONFLUENCE WITH YANAMADURRU
DRAIN","ANDHRA
PRADESH","23","30","0.3","6.2","7.0","7.6","735","2970","2.0","4.4","0.43","5.85","3","11","93","240","",""
"2657","RIVER BINDUSARA AT BEED, NEAR INTAKE WATER
PUMP HOUSE AT DAM, VILLAGE- PALIGAON, TALUKA-
BEED, DISTRICT- BEED.","MAHARASHTRA","24","36","5.2","6.9","7.9","8.7","342","5800","2.8","6.8","0.56","15.62","2","9","2","425","2","2"
"2660","RIVER DARNA AT CHEHEDI WATER WORKS (PUMPING
STATION), VILLAGE- CHEHEDI, TALUKA- NASHIK,
DISTRICT- NASHIK.","MAHARASHTRA","19","23","3.4","7.0","7.3","8.6","157","902","2.2","9.0","0.30","2.87","6","47","45","350","2","2"
"2661","RIVER DARNA AT ASWALI ( DARNA DAM),VILLAGE-
ASWALI,TALUKA- IGATPURI,DISTRICT- NASHIK.","MAHARASHTRA","20","23","5.4","7.1","7.5","8.4","124","730","2.2","3.5","0.30","1.62","4","24","31","170","2","2"
"2662","RIVER DARNA AT MES SITE PUMPING STATION,
VILLAGE- BHAGUR, TALUKA- NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","20","23","5.0","6.8","7.2","8.7","133","702","2.2","5.2","0.30","2.13","4","20","31","280","2","2"
"2663","RIVER DARNA AT BHAGUR PUMPING STATION NEAR
PANDHURLI BRIDGE, VILLAGE- BHAGUR, TALUKA-
NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","20","23","5.2","7.0","7.4","8.8","138","829","2.4","3.6","0.30","2.78","4","32","40","350","2","2"
"2664","RIVER DARNA AT SANSARI, VILLAGE- SANSARI,TALUKA-
NASHIK,DISTRICT- NASHIK.","MAHARASHTRA","10","25","5.1","6.8","7.4","8.7","150","2192","2.4","4.5","0.30","2.18","4","33","7","220","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1194","RIVER KRISHNA AT DHOM DAM, VILLAGE- WAI, TALUKA-
MAHABALESHWAR, DISTRICT-SATARA.","MAHARASHTRA","25","31","5.9","6.9","7.7","8.8","78","133","1.0","4.3","0.30","1.11","2","20","94","425","2","5"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2190","RIEVR KRISHNA AT GANPATI GHAT, WAI, VILLAGE-
WAI,TALUKA- WAI,DISTRICT- SATARA.","MAHARASHTRA","25","31","4.9","6.5","7.7","8.2","162","421","1.0","6.1","0.41","10.05","11","120","150","920","2","12"
"2187","RIVER KRISHNA AT KSHETRA MAHULI, VILLAGE-
KSHETRA-MAHULI,TALUKA- MAHULI, DISTRICT- SATARA.","MAHARASHTRA","25","30","5.3","7.2","8.1","8.6","372","630","1.0","5.5","0.31","14.22","17","170","225","920","2","17"
"2188","RIVER KRISHNA AT KRISHNA- VENNA SANGAM MAHULI
, VILLAGE- MAHULI,TALUKA- MAHULI, DISTRICT-
SATARA.","MAHARASHTRA","25","30","4.9","7.0","7.9","8.4","264","658","1.0","8.0","0.30","18.00","11","140","220","920","2","13"
"36","River Krishna at Old Krishna bridge, Karad Station Road
, Karad, Taluka- Karad, District- Satara.","MAHARASHTRA","24","31","5.5","12.0","7.6","8.6","65","507","1.0","6.1","0.30","8.89","7","210","120","900","2","9"
"1906","RIVER KRISHNA AT WALWA, D/S OF ISLAMPUR NEAR
VITHAL TEMPLE, VILLAGE- WALWA, TALUKA- WALWA,
DISTRICT- SANGLI.","MAHARASHTRA","22","31","4.8","7.6","7.6","8.7","93","877","2.8","3.2","0.40","3.31","6","9","20","39","2","2"
"37","River Krishna at Maighat, Village- Gawali gally, Taluka-
Miraj, District- Sangli.","MAHARASHTRA","23","30","4.7","7.8","7.7","8.6","180","1071","2.8","3.6","0.74","3.87","4","17","21","43","2","2"
"1310","RIVER KRISHNA AT KURUNDWAD NEAR SANTAJI
GHORPADE GHAT , VILLAGE.NARSHINGWADI,
KURUNDWAD, TALUKA. SHIROL, DISTRICT. KOLHAPUR.","MAHARASHTRA","24","30","5.6","7.5","7.2","8.8","136","1036","2.6","3.8","0.30","3.13","6","9","20","43","2","2"
"1153","RIVER KRISHNA AT RAJAPUR WEIR, VILLAGE. RAJAPUR,
TALUKA. SHIROL, DISTRICT. KOLHAPUR.","MAHARASHTRA","24","30","5.5","7.6","7.6","8.6","125","789","2.6","3.4","0.30","2.21","4","9","17","38","2","2"
"1889","RIVER KRISHNA - ANKALI BRIDGE ALONG CHIKKODI
KAGWAD ROAD","KARNATAKA","22","30","5.5","9.5","7.1","8.6","264","948","1.0","6.6","1.51","18.27","540","920","920","1600","220","540"
"1182","RIVER KRISHNA AT U/S OF UGARKHURD BARRAGE","KARNATAKA","24","30","5.4","8.6","7.1","8.6","260","1018","1.2","4.8","2.47","13.03","540","920","920","1600","170","540"
"2763","RIVER KRISHNA AT ASANGI VILLAGE (JAMAKANDI
VILLAGE)","KARNATAKA","19","30","5.6","8.9","7.2","8.9","328","1510","1.2","3.0","2.77","50.02","350","920","920","1600","110","540"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5597","River Krishna At Almatti Dam Haveli , Old Jackwell Point,
Bagalkote","KARNATAKA","18","19","5.1","7.6","7.2","8.9","264","710","1.0","6.0","0.96","27.02","350","920","920","1600","210","540"
"2781","RIVER KRISHNA AT D/S OF ALAMATTI DAM","KARNATAKA","21","29","5.5","8.5","7.1","8.5","328","1580","1.0","3.0","1.22","39.01","350","920","920","1600","170","540"
"1181","RIVER KRISHNA AT D/S OF NARAYANPURA DAM","KARNATAKA","21","29","4.2","8.6","7.1","8.6","330","1880","1.0","2.8","1.26","41.26","540","920","920","1600","140","430"
"1028","RIVER KRISHNA AT TINTINI BRIDGE","KARNATAKA","26","29","6.8","7.1","7.4","8.9","300","1455","2.0","3.0","0.45","2.00","130","460","920","2700","",""
"30056","RIVER KRISHNA AT DEODURGA (BANGALORE)","KARNATAKA","26","28","6.8","8.0","8.0","8.2","586","1353","1.0","2.9","0.52","1.02","220","790","1600","5400","",""
"1784","RIVER KRISHNA AT THANGADI, THANGADI(V),
KRISHNA(M), NARAYANAPET(D)","TELANGANA","23","27","6.0","6.5","7.5","8.3","280","2294","1.0","3.0","1.20","4.26","2","40","13","220","2","6"
"1170","RIVER KRISHNA AT D/S OF DEVASAGAR BDG.","KARNATAKA","26","29","6.8","7.2","8.0","8.8","604","1670","2.2","3.0","0.30","4.64","170","580","920","2800","",""
"39","RIVER KRISHNA AT GADWAL BRIDGE,NADHI
AGRAHARAM, GADWAL(MUNCI.), JOGULAMBA
GADWAL(D)","TELANGANA","23","28","5.9","6.4","7.5","8.1","288","1502","1.0","3.2","1.20","3.40","2","11","20","240","2","2"
"4225","RIVER KRISHNA AT JOGULAMBA TEMPLE,
ALAMPUR(V&M), JOGULAMBA GADWAL(D)","TELANGANA","24","28","5.2","6.4","7.2","8.4","179","2160","1.0","4.8","0.70","4.98","2","23","21","350","2","2"
"1175","RIVER KRISHNA A/C WITH TUNGABHADRA,
SANGAMESHWARAM (V), KOTTAPALLE (M)","ANDHRA
PRADESH","24","29","5.0","8.2","7.1","8.3","348","1064","1.0","2.5","0.32","0.84","35","284","167","830","",""
"3083","RIVER KRISHNA D/S OF SRISHAILAM, SRISHAILAM","ANDHRA
PRADESH","22","29","5.4","7.6","7.4","8.2","425","872","1.0","2.2","0.35","1.14","39","281","142","870","",""
"5108","RIVER KRISHNA BEFORE CONFLUENCE OF RIVER MUSI
AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA
(D)","TELANGANA","18","24","6.2","7.2","7.2","7.9","754","1231","2.0","3.8","12.10","35.12","2","6","4","41","2","5"
"1465","RIVER KRISHNA - CONFLUENCE OF RIVER KRISHNA &
RIVER MUSI AT WADAPALLY (V), DAMARCHARLA (M),
NALGONDA DISTRICT","TELANGANA","18","23","5.4","7.6","6.7","8.2","857","1545","3.1","3.9","20.02","41.30","6","9","31","40","4","6"
"4381","RIVER KRISHNA AFTER CONFLUENCE WITH RIVER MUSI
AT VADAPALLI (V), DACHEPALLI (M) BETWEEN ANDHRA
PRADESH & TELANGANA STATES","ANDHRA
PRADESH","19","29","6.8","7.6","7.3","8.2","637","964","2.5","2.9","0.92","1.47","4","39","75","150","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5109","RIVER KRISHNA AFTER CONFLUENCE OF RIVER MUSI AT
WADAPALLY (V), DAMARACHARLA (M), NALGONDA(D)","TELANGANA","18","23","6.2","7.5","6.7","8.0","962","1582","2.4","4.5","15.02","49.24","5","6","32","41","2","4"
"4663","RIVER KRISHNA AT MATTEPALLY, 500 MTS. BEFORE
BATHING GHAT, SURYAPET","TELANGANA","18","23","5.7","6.8","6.9","8.2","925","1461","3.0","4.5","23.25","42.24","6","8","34","43","3","6"
"5110","RIVER KRISHNA AT PULICHINTALA RESERVOIR AT
CHINTHALAPALEM (V&M), SURYAPET (D)","TELANGANA","18","23","6.0","7.1","6.9","8.0","814","1384","3.1","4.8","16.11","38.10","4","6","34","43","2","4"
"1786","RIVER KRISHNA AT VEDADRI (V), JAGGAYYAPETA (M)","ANDHRA
PRADESH","24","25","6.9","7.7","7.3","8.0","526","1120","2.4","2.9","1.12","2.14","9","28","64","210","2","2"
"1787","RIVER KRISHNA AT AMARAVATI, AMARAVATI (V & M)","ANDHRA
PRADESH","20","29","6.7","7.6","6.9","8.1","588","1020","2.4","2.8","1.20","1.66","9","15","64","150","2","2"
